location_id,org_id,name,address,zip_code,service_type,hours,contact_phone,contact_email,contact_web,notes
100,,Zion Church,"""114 Zion Road""",16214,Food Pantry,"Monthly 2nd Wednesday, 5:30pm to 7:00pm and 3rd Sunday, noon to 1:00pm",814-745-2814,,,"Residents of Clarion County & TEFAP qualifiers. Hours Monthly 2nd Wednesday, 5:30pm to 7:00pm and 3rd Sunday, noon to 1:00pm | Paperwork Competed on sight. Intake is only on Wednesdays 5:30 to 7:00pm and Sundays noon to 1:00pm Fees Service free of charge. Fees Service free of charge. Service area Clarion, PA"
101,,Shepherd House,"""335 Third Street, Zions Evangelical Lutheran Church""",18255,Food Pantry,January-October Fourth Saturday of the month from 10:00am to 12:00pm. November-December Third Saturday of the month from 10:00am to 12:00pm,570-427-8981,,,"Households in Weatherly, Lausanne & Lehigh Townships, and East Side Borough Hours January-October Fourth Saturday of the month from 10:00am to 12:00pm. November-December Third Saturday of the month from 10:00am to 12:00pm (Note: All pantries will handle emergencies outside of regular hours) | Telephone, walk-in Fees None Fees None Service area Weatherly, PA"
102,,Mount Enon Baptist Church,"""500 Snyder Avenue""",19148,Food Pantry,"Tuesday and Wednesday, 10am-2pm",,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Tuesday and Wednesday, 10am-2pm"
103,,Alpha & Omega Community Center,"""708 Wabank Street""",17603,Food Pantry,"1st and 3rd Tuesdays of the month, 9:00am to 10:30am",717-394-3021,,,"Residents of Lancaster City - Hours Food Bank: 1st and 3rd Tuesdays of the month, 9:00am to 10:30am Office Hours: Monday through Friday, 8:30am to 4:00pm | Walk-in, telephone Fees None Fees None Service area Lancaster, PA"
104,,Lighthouse Full Gospel Church of God,"""700 Hammond Lane""",18360,Food Pantry,"Monthly 1st and 3rd Tuesday, 4:00pm to 6:00pm",570-420-8196,,,"No limitations or restrictions. Hours Monthly 1st and 3rd Tuesday, 4:00pm to 6:00pm | Stop in during pantry hours. Fees Services free of charge. Fees Services free of charge. Service area Monroe, PA"
105,,AGAPE Love From Above To Our Community,"""350 Columbia Avenue""",17920,Food Pantry,"Monthly, 2nd Thursday, 9:00am to 10:30am",570-752-7221,,,"Aristes area individuals/families in need of food. Hours Monthly, 2nd Thursday, 9:00am to 10:30am. | Must call to pre-register if first time visiting the food pantry. Fees None Fees None Service area Aristes, PA Columbia, PA"
106,,Keystone Opportunity Center,"""104 North Main Street""",18964,Food Pantry,"Every Tuesday, Wednesday, and Thursday 10am-2pm. 1st Thursday of the month 4pm-6pm",215-723-5430,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Every Tuesday, Wednesday, and Thursday 10am-2pm. 1st Thursday of the month 4pm-6pm"
107,,Helping Harvest Food Bank,"""117 Morgan Drive""",19608,Food Pantry,"Monday through Friday, 8:00am to 4:30pm",610-926-5802,,,"Low-income pregnant individuals Hours Monday through Friday, 8:00am to 4:30pm | Self referral by phone or referral from WIC office or healthcare referral Fees No fee for service Fees No fee for service Service area Berks, PA Schuylkill, PA"
108,,Kulpmont Food Pantry,"""860 Spruce Street""",17834,Food Pantry,"Monthly 3rd, and 4th Thursday, 8:00am to 11:00am",570-373-1521,,,"Residents of Kulpmont. Hours Monthly 3rd, and 4th Thursday, 8:00am to 11:00am distribution schedule will be given at first pick-up. | Call or advanced registry is available at the Kulpmont Borough Office. Fees Services free of charge. Fees Services free of charge. Service area Kulpmont, PA Northumberland, PA"
109,,Salvation Army,"""288 Main Street""",16125,Food Pantry,"Monday, Tuesday, Thursday, and Friday, 9:00am to 12:00pm, and 1:00pm to 4:00pm Wednesday, 9:00am to 12:00pm",724-588-5190,,,"Must live in the service area; call for additional details. Hours Monday, Tuesday, Thursday, and Friday, 9:00am to 12:00pm, and 1:00pm to 4:00pm Wednesday, 9:00am to 12:00pm | Call or visit in person. Telephones are not answered on the weekend; messages can be left on the answering machine. Fees Service provided free of charge. Fees Service provided free of charge. Service area 16113 16125 16134 16154 Clark, PA Greenville, PA Jamestown, PA Shenango, PA Transfer, PA"
110,,First Presbyterian Church of Clarion,"""700 Wood Street""",16214,Food Pantry,"Monthly 2nd Thursday, 1:30pm arrive at 12:30/1:00pm",814-226-8146,,,"Clarion residents only. Hours Monthly 2nd Thursday, 1:30pm arrive at 12:30/1:00pm | Call or walk-in. Fees Services free of charge. Fees Services free of charge. Service area Clarion, PA"
111,,Cambria County Child Development Corporation,"""300 Prave Street, Suite 101""",15931,Food Pantry,"Monday through Friday, 8:00am to 5:00pm",814-472-6341,,https://cccdc.us/nutrition-nook/,"Cambria County residents. Hours Monday through Friday, 8:00am to 5:00pm | Call or visit in person. Fees Service provided free of charge. Fees Service provided free of charge. Service area Cambria, PA"
112,,Country Six Food Pantry,"""420 California Drive""",15423,Food Pantry,"1st Saturday monthly, 9:00am to 11:00am",412-460-3663,,,"Please contact this organization to learn about eligibility criteria. Hours 1st Saturday monthly, 9:00am to 11:00am"
113,,First Church Of God,"""23 Skyview Drive""",15767,Food Pantry,"Friday, by appointment",814-938-6670,,,"Serves households and individuals in need. Hours Food distribution: Friday, by appointment. | Appointment only. Call Monday through Thursday, 9:00am to 3:00pm for Friday appointment. Fees Services free of charge. Fees Services free of charge. Service area Jefferson, PA"
114,,Portland Upper Mount Bethel Food Pantry,"""111 State Street""",18351,Food Pantry,"Monday, 8:30am to 11:30am",570-897-5847,,,"Residents of the Slate Belt area Hours Monday, 8:30am to 11:30am | Walk-ins accepted. Fees Services free of charge Fees Services free of charge Service area Bangor, PA Pen Argyl, PA Portland, PA Roseto, PA Wind Gap, PA"
115,,Rankin Christian Center,"""230 3rd Avenue""",15104,Food Pantry,"2nd Wednesday monthly, 10:30am to 2:30pm",412-271-8313,,,"Please contact this organization to learn about eligibility criteria. Hours 2nd Wednesday monthly, 10:30am to 2:30pm"
116,,Central Pennsylvania Food Bank,"""3301 Wahoo Drive""",17701,Food Pantry,Call for information,570-321-8023,,,"Active and non-active military members and their families in need of food. DD214 or military id required. Hours Call for information | Call, visit website to register and for distribution dates and times. Distributions take place on-site at armories, VFW, and AMVET locations. Fees Services free of charge Fees Services free of charge Service area Bradford, PA Clinton, PA Columbia, PA Lycoming, PA Northumberland, PA Snyder, PA Tioga, PA Union, PA"
117,,Indiana County Community Action,"""4886 Pennsylvania 240""",15724,Food Pantry,"Fourth Wednesday, 9:00am-11:00am",724-463-7440,,,"Please contact this organization to learn about eligibility criteria. Hours Fourth Wednesday, 9:00am-11:00am"
118,,Outcrop Apartments,"""100 Mark Drive""",15478,Food Pantry,"Third Tuesday, 10:00am-11:00am",724-580-7001,,,"Please contact this organization to learn about eligibility criteria. Hours Third Tuesday, 10:00am-11:00am"
119,,Chelten Christian Crusade,"""609 East Chelten Avenue""",19144,Food Pantry,Tuesday and Thursday 2pm-4:30pm ,,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Tuesday and Thursday 2pm-4:30pm"
120,,Keystone Military Families,"""331 Main Street""",19555,Food Pantry,"Wednesday and Saturday, 10:00am to 1:00pm",610-698-2122,,,"To Donate: No limitations or restrictions To Receive: Currently deployed troops, veterans, and military families Hours Wednesday and Saturday, 10:00am to 1:00pm Volunteers needed: Tuesday and Thursday, 9:00am to 2:00pm | Call, email, or visit website to get involved. Fees Services free of charge Fees Services free of charge Service area Berks, PA"
121,,Salvation Army,"""457 Market Street""",17701,Food Pantry,"Monday and Friday, 9:30am to 11:30am,1:00pm to 2:30pm Wednesday, 9:30am to 12:00pm, 1:00pm to 2:30pm 3rd Wednesday of the month, 6:00pm to 8:00pm",570-326-9187,,,"Families and individuals residing in service area. Hours Monday and Friday, 9:30am to 11:30am,1:00pm to 2:30pm Wednesday, 9:30am to 12:00pm, 1:00pm to 2:30pm 3rd Wednesday of the month, 6:00pm to 8:00pm | Appointments are required. Call to schedule an appointment. Fees Services free of charge Fees Services free of charge Service area Lycoming, PA"
122,,Brady's Bend Food Pantry,"""1004 Pennsylvania 68""",16028,Food Pantry,"Last Tuesdays, 10:00 am - 1:00 pm ",724-548-3408,,,"Contact organization for eligibility information. Hours Last Tuesdays, 10:00 am - 1:00 pm"
123,,United Blend PA Community Center,"""215 South Main Street""",18701,Food Pantry,"First and Third Friday of the month, 9:00am to 5:00pm",570-852-5892,,,"Anyone in need. Hours First and Third Friday of the month, 9:00am to 5:00pm | Walk in during pantry times. Fees Free of charge but accepts donations. Fees Free of charge but accepts donations. Service area Luzerne, PA"
124,,People In Need,"""2703 West State Street""",16101,Food Pantry,"Monday through Friday, 8:30am to 4:30pm",724-657-3303,,https://www.pinpa.org/services/food-assistance/,"Open to low income residents. Hours Monday through Friday, 8:30am to 4:30pm | Call for appointment Fees Service provided free of charge. Fees Service provided free of charge. Service area Lawrence, PA"
125,,"Jersey Shore Care and Share, Inc.","""229 South Broad Street""",17740,Food Pantry,"Food Pantry: Monday, 4:00pm to 5:00pm Pantry Choice: 2nd Friday monthly, 9:00am to 1:00pm Emergency Food: Tuesday through Thursday, 8:00am to 5:00pm",570-916-1317,,,"Serving the residents of Eastern Lycoming and Western Clinton Counties. Area residents must qualify under the guidelines of the United States Department of Agriculture and the Central Pennsylvania Food Bank. Hours Food Pantry: Monday, 4:00pm to 5:00pm Pantry Choice: 2nd Friday monthly, 9:00am t0 1:00pm (Drive thru) Emergency Food: Tuesday through Thursday, 8:00am to 5:00pm (Must call first) | Visit during pantry hours. Call for emergency food pickup. Fees Services free of charge. Fees Services free of charge. Service area Clinton, PA Lycoming, PA"
126,,Pathstone,"""421 McFarlan Road, Longwood Corporate Center South""",19348,Food Pantry,Call for information,610-925-5600,,,"Call or email for more information. Hours Call for information. | Call or email for intake information. Fees Services free of charge. Fees Services free of charge. Service area Chester, PA"
127,,The Sunday Love Project,"""3200 Kensington Avenue""",19134,Food Pantry,"Monday through Friday, 9:00am to 11:45am ",,,,"No limitations or restrictions. Hours Monday through Friday, 9:00am to 11:45am | Visit in person. Fees Services free of charge. Fees Services free of charge. Service area Philadelphia, PA"
128,,Second Harvest Food Bank of Northwest Pennsylvania,"""1507 Grimm Drive""",16501,Food Pantry,"Office Hours: Monday through Friday, 8:00am to 4:00pm",814-459-3663,,https://nwpafoodbank.org/need-help/agency-locator,"No restrictions or limitations for pantry search. Eligibility may vary by location. Contact individual food pantries for details. Hours Office Hours: Monday through Friday, 8:00am to 4:00pm Food Pantry hours vary by location. Visit the website or call for information. | Visit the website and enter an address in the service area to see a map of food pantries in the surrounding area OR call the Food Help Line. Fees Service provided free of charge. Fees Service provided free of charge. Service area Cameron, PA Clarion, PA Clearfield, PA Crawford, PA Elk, PA Erie, PA Forest, PA Jefferson, PA McKean, PA Venango, PA Warren, PA"
129,,Pennridge FISH,"""800 West Chestnut Street""",18944,Food Pantry,Hours vary based on appointment,215-257-7616,,https://pennridgefish.org/seniors,"60 years of age or older Must qualify by income Hours Hours vary based on appointment | Call for more information. Fees Services free of charge. Fees Services free of charge. Service area Bucks, PA"
130,,All You Can,"""522 South 22nd Street""",17104,Food Pantry,"Monday through Friday, 9:00am to 5:00pm",717-602-6936,,,"Residents of Dauphin County Hours Monday through Friday, 9:00am to 5:00pm | Call to schedule an appointment Fees Services free of charge Fees Services free of charge Service area Dauphin, PA"
131,,Blair County Library System,"""320 East Main Street""",16673,Food Pantry,"Tuesday, 1:00pm",814-224-2994,,https://www.facebook.com/roaringspringlibrary/,"No limitations or restrictions. Hours Tuesday, 1:00pm. | Drop-ins accepted Fees Services free of charge Fees Services free of charge Service area Blair, PA"
132,,Salvation Army Chester Corps,"""151 West 15th Street""",19013,Food Pantry,"Pantry Hours: 2nd and 4th Wednesday of month, 10am-1pm",610-874-4266,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Pantry Hours: 2nd and 4th Wednesday of month, 10am-1pm. Produce Distribution: 1st Thursday of month, 10am-1pm"
133,,Christian and Missionary Alliance,"""938 Summit Street""",15132,Food Pantry,"2nd Friday monthly, 5:30pm to 6:30pm",412-678-1162,,,"Please contact this organization to learn about eligibility criteria. Hours 2nd Friday monthly, 5:30pm to 6:30pm"
134,,Sprin,"""145 Chestnut Street, First United Church of Christ""",19475,Food Pantry,Wednesday 5:00pm to 6:00pm Thursday 10:30am to 12:00pm,610-948-5111,,,"Residents of the Greater Spring-Ford Area Hours Wednesday 5:00pm to 6:00pm Thursday 10:30am to 12:00pm | Call for information. Fees Services free of charge Fees Services free of charge Service area 19426 19453 19456 19464 19468 19473 Spring City, PA"
135,,Crosspoint United Methodist Church,"""6570 Mifflin Avenue""",17111,Food Pantry,"Monthly 1st and 3rd Saturday, 10:30am to 12:30pm",717-545-1911,,,"Residents of zip codes: 17103, 17109, and 17111 Hours Monthly 1st and 3rd Saturday, 10:30am to 12:30pm | Call to register Fees Services free of charge Fees Services free of charge Service area Dauphin, 17103, PA Dauphin, 17109, PA Dauphin, 17111, PA"
136,,Lake Winola United Methodist Church,"""326 Maple Drive""",18414,Food Pantry,"1st and 3rd Mondays of the month, 2:30pm to 6:00pm",570-378-2806,,,"Lower Wyoming County households with income at 150% of federal poverty level. Hours 1st and 3rd Mondays of the month, 2:30pm to 6:00pm. | Visit in person, register on site. Fees Services free of charge Fees Services free of charge Service area Wyoming, PA"
137,,Saint Pio Of Pietrelcina Parish,"""225 37th Street""",15201,Food Pantry,Monday/Tuesday 11AM-12:30PM,412-682-3877,,,Contact the organization to learn about eligibility. Hours Monday/Tuesday 11AM-12:30PM
138,,Saint Peters Evangelical Lutheran Church,"""240 Broad Street""",17034,Food Pantry,"Monday and Thursday, 5:30pm to 6:30pm",717-939-3492,,,"No limitations or restrictions Hours Monday and Thursday, 5:30pm to 6:30pm | Walk-in Fees Services free of charge Fees Services free of charge Service area Dauphin, PA"
139,,Pleasant View Church,"""10384 Winterstown Road""",17356,Food Pantry,"Fourth Saturday of the month, 9:00am to 12:00pm",717-244-6323,,https://pleasantvchurch.com/hearts-for-hunger,"Residents of Dallastown, Fawn Grove, Felton, Glen Rock, New Freedom, Red Lion, Shrewsbury, Stewartstown, Windsor, and Winterstown who meet income guidelines Hours Fourth Saturday of the month, 9:00am to 12:00pm Schedule varies on holidays. | Call for application. Fees Services free of charge Fees Services free of charge Service area 17322 17356 York, Dallastown, PA York, Fawn Grove, PA York, Felton, PA York, Glen Rock, PA York, New Freedom, PA York, Red Lion, PA York, Shrewsbury, PA York, Stewartstown, PA York, Windsor, PA"
140,,Mattie Dixon Community Cupboard,"""150 North Main Street""",19002,Food Pantry,"Food Cupboard: Monday & Wednesday: 9a-11:15am, Wednesday 4:30pm-6:30pm. Monday and Wednesday 12pm-2pm, Thursday and Friday 9:30am-2pm",215-628-3002,,,"Must qualify as being in need, ill, or an infant to receive service. Produce Distribution is Monday-Friday 9:30am-2pm. Full pantry hours are Monday and Wednesday 9:30am-11:15am. Hours Food Cupboard: Monday & Wednesday: 9a-11:15am, Wednesday 4:30pm-6:30pm. *Produce Shed: Monday and Wednesday 12pm-2pm, Thursday and Friday 9:30am-2pm *while supplies last"
141,,St. John XXIII Interfaith Food Pantry,"""3609 Washington Avenue""",15332,Food Pantry,"first and third Saturday of the month, 9am-12pm",412-849-2998,,,"Contact organization for eligibility information. Hours first and third Saturday of the month, 9am-12pm"
142,,Help Hotline,"""13646 Summit Avenue""",17214,Food Pantry,"Hotline Hours: 24/7 Appointment Hours: Tuesday, 5:00pm to 6:00pm Saturday, 9:00am to 10:00am",717-762-9050,,,"No limitations or restrictions. Hours Hotline Hours: 24/7 Appointment Hours: Tuesday, 5:00pm to 6:00pm Saturday, 9:00am to 10:00am | Call for appointment. Leave a message if no answer. Fees Services free of charge. Fees Services free of charge. Service area Franklin, Blue Ridge Summit, PA"
143,,Back Mountain Food Pantry,"""40 Knob Hill Road""",18708,Food Pantry,"Pantry office is open for deliveries and donations on Tuesday, Thursday and Friday, 10:00am to 12:00pm Food pantry applications and food distributions, Friday, 10:00am to 12:00pm",570-696-2917,,,"Residents of Dallas and Lake Lehman school districts. Must meet federal income guidelines. Call for details. Hours Pantry office is open for deliveries and donations on Tuesday, Thursday and Friday, 10:00am to 12:00pm Food pantry applications and food distributions, Friday, 10:00am to 12:00pm | Visit in person to register. Fees Services free of charge. Fees Services free of charge. Service area 18708 Dallas, PA Harveys Lake, PA Jackson Township, PA Lehman, PA Trucksville, PA Luzerne, PA"
144,,Maso,"""5 Pendyrus Street, Suite 2""",17314,Food Pantry,"Monday through Thursday, 9:00am to 12:00pm Monthly First Thursday, 5:00pm to 7:00pm",717-456-5559,,https://www.mason-dixon.org/,"Low-income residents of zip codes 17302, 17309, 17314, 17321, and 17352 Hours Monday through Thursday, 9:00am to 12:00pm Monthly First Thursday, 5:00pm to 7:00pm Or by appointment | Call for an appointment. Fees Services free of charge Fees Services free of charge Service area 17302 17309 17314 17321 17352"
145,,Market Square Presbyterian Church,"""20 South 2nd Street""",17101,Food Pantry,"Office Hours: Monday through Friday, 8:30am to 4:00pm Community Breakfast: Sunday, 8:00am to 9:00am Food Pantry: Friday, 1:00pm to 4:00pm Saturday, 9:00am to 10:30am Friday Evening Meal: 5:30pm",717-257-1270,,https://www.marketsquarechurch.org,"Anyone meeting individual program guidelines Hours Office Hours: Monday through Friday, 8:30am to 4:00pm Community Breakfast: Sunday, 8:00am to 9:00am Food Pantry: Friday, 1:00pm to 4:00pm Saturday, 9:00am to 10:30am Friday Evening Meal: 5:30pm, in front of church (2nd St) Youth Programs: Call for information | Varies; call or email for details. Fees Services free of charge Fees Services free of charge Service area Dauphin, PA"
146,,Neighborhood Resilience Project,"""2038 Bedford Avenue""",15219,Food Pantry,"Monday, Wednesday, and Friday, 11:00am to 12:00pm, and 1:00pm to 3:00pm",412-261-1234,,,"No limitations or restrictions. Hours Monday, Wednesday, and Friday, 11:00am to 12:00pm, and 1:00pm to 3:00pm. | Visit in person, no registration is required. Fees Services provided free of charge. Fees Services provided free of charge. Service area Allegheny, PA"
147,,The Word in Action International Ministries,"""1539 West Courtland Street""",19140,Food Pantry,"Monday 1:30pm-3pm, Tuesday 1pm-3pm, Wednesday 1:30pm-3pm, Thursday 11am-3pm ",,,,"Must qualify as being in need, ill, or an infant to receive service. Only serves residents of zip code 19140. On Monday and Wednesday enter from 16th Street side of the building. On Tuesday and Thursday enter from Courtland Street. Hours Monday 1:30pm-3pm, Tuesday 1pm-3pm, Wednesday 1:30pm-3pm, Thursday 11am-3pm"
148,,Salvation Army Homewood Food Pantry,"""8020 Frankstown Avenue""",15221,Food Pantry,Wednesdays 1PM-3PM,412-242-1434,,,Contact organization for eligibility information. Hours Wednesdays 1PM-3PM
149,,Prince of Peace Parish,"""815 South 2nd Street""",17113,Food Pantry,"Monthly 3 Tuesdays per month (2 morning and 1 evening), morning: 10:00am to noon evening: 4:00pm to 6:00pm ",717-985-1330,,,"Low-income households Hours Monthly 3 Tuesdays per month (2 morning and 1 evening), morning: 10:00am to noon evening: 4:00pm to 6:00pm | Call for appointment. Fees Services free of charge. Fees Services free of charge. Service area Dauphin, PA"
150,,Westmoreland Food Bank,"""100 Devonshire Drive""",15626,Food Pantry,Monday through Friday 8:00am to 4:00pm,724-468-8660,,https://westmorelandfoodbank.org/receive-assistance,"Westmoreland County residents Hours Monday through Friday 8:00am to 4:00pm | Call or submit a request on the website. Fees Service provided free of charge. Fees Service provided free of charge. Service area Westmoreland, PA"
151,,Bucks County Opportunity Council,"""4710 Durham Road""",18930,Food Pantry,"First and third Thursday of each month, 10:00am to 12:00pm",215-345-8175,,https://bcoc.org/fresh-connect/,"Residents of Bucks County whose household income does not exceed 300% of the Federal Poverty Guidelines Limit Hours First and third Thursday of each month, 10:00am to 12:00pm | Pre-registration is required and can be completed on the website or during your first visit; you will be asked to self-declare your income. Fees Services free of charge Fees Services free of charge Service area Bucks, PA"
152,,Sugar Grove Ministerial Association,"""210 Jamestown Street""",16350,Food Pantry,"Food Pantry: Tuesday, 6:00pm to 8:00pm must register by 7:30pm ",814-489-3105,,,"Food Pantry: Residents of Eisenhower and Youngsville school districts Mobile Produce Distribution: Residents of Warren County Hours Food Pantry: Tuesday, 6:00pm to 8:00pm must register by 7:30pm Mobile Produce Distribution: Every other 3rd Saturday, call for dates and times | Call for details; drop-ins accepted. Fees Services free of charge; donation accepted. Fees Services free of charge; donation accepted. Service area Warren, PA"
153,,Jesus Focus Ministry at Bethanna,"""1717 Steet Road""",18966,Food Pantry,"Monday through Friday, 9:00am to 11:30am",215-953-2000,,,"Low income individuals and families. Hours Monday through Friday, 9:00am to 11:30am | Call 15 minutes prior to arriving. Fees Service free of charge. Fees Service free of charge. Service area Bucks, PA"
154,,South Hills Interfaith Movement,"""1400 Lebanon Church Road""",15236,Food Pantry,Hours vary by location call for details,412-885-0284,,https://shimcares.org/,"Families who wish to certify to use the food pantry must live within SHIM's 6 school district service area, and they must have total gross household income at or below 150% of the Federal Poverty Level. Hours Hours vary by location call for details. | Families must call Operations Coordinator to make a certification appointment. Families will be required to fill out paperwork that captures basic demographic information and a Self-Sufficiency Questionnaire to gauge other areas in which the family could use help. Fees Call for details. Fees Call for details. Service area 15017 15025 15031 15037 15057 15064 15071 15082 15102 15106 15122 15129 15142 15216 15227 15228 15234 15236 15241 15242 15243 15321"
155,,Jewish Family Service of the Lehigh Valley,"""2004 Allen Street""",18104,Food Pantry,"By appointment only: Wednesday and Thursday, 9:30am to 1:00pm",610-821-8722,,https://jfslv.org/,"Individuals and families experiencing food insecurity who are living in the 18104 zip code Hours By appointment only: Wednesday and Thursday, 9:30am to 1:00pm | Call or email for an appointment Fees None Fees None Service area 18104"
156,,Small Things,"""3510 A Street""",19134,Food Pantry,"Wednesday 10:30am-3pm, Friday and Saturday 10am-1pm ",,,,"Must qualify as being in need, ill, or an infant to receive service. Wednesday 11am-12pm hours are for Seniors only. Hours Wednesday 10:30am-3pm, Friday and Saturday 10am-1pm"
157,,Garden City Food Pantry,"""500 Laurel Drive""",15146,Food Pantry,"second Thursday of the month, 9AM-11AM and 6PM-7PM",412-373-0391,,,"Contact organization for eligibility information. Hours second Thursday of the month, 9AM-11AM and 6PM-7PM"
158,,Mitzvah Food Program Mainline,"""345 Montgomery Avenue""",19004,Food Pantry,Thursday 1:30pm-5pm ,215-832-0815,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Thursday 1:30pm-5pm"
159,,Unio,"""6 West Specht Street""",17841,Food Pantry,"Monthly last Friday, 10:00am to 11:00am",570-374-0181,,,"Residents of Snyder county who live west of Route 104. Household must be income eligible based on the U.S. Department of Agriculture poverty guidelines. Call or check website for updated eligibility . Hours Monthly last Friday, 10:00am to 11:00am | Can register at distribution or call for more details. Fees Services free of charge. Fees Services free of charge. Service area Mc Clure, PA Snyder, PA"
160,,Wayne Food Pantry,"""210 South Wayne Avenue""",19087,Food Pantry,Wednesday 9am-1pm and 5pm-6pm,610-688-5650,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Wednesday 9am-1pm and 5pm-6pm"
161,,Connellsville Area Community Ministries,"""110 West Crawford Avenue""",15425,Food Pantry,"Tuesday and Thursday, 9:00am to 2:00pm",724-626-1120,,https://www.connmin.org/,"Must be a resident of the Connellsville Area School District. Income limits apply. Call for details. Hours Tuesday and Thursday, 9:00am to 2:00pm | Call for more details. Fees Service provided free of charge. Fees Service provided free of charge. Service area Connellsville, PA"
162,,Lazarus Gate Food Pantry,"""144 Jubilee Street""",15557,Food Pantry,"second and fourth Wednesday of the month, 3:30PM-5PM",814-443-2482,,,"Contact organization for eligibility information. Hours second and fourth Wednesday of the month, 3:30PM-5PM"
163,,Salvation Army,"""1031 Guilford Street""",17046,Food Pantry,"Clients are encouraged to come Tuesday and Thursday, 9:00am to 11:00am during the regular pantry hours. Monday through Friday, 9:00am to 12:00pm and 1:00pm to 3:00pm",717-273-2655,,,"A Lebanon County resident who expresses a need. The resident is eligible once every 30 days. Hours Clients are encouraged to come Tuesday and Thursday, 9:00am to 11:00am during the regular pantry hours. Monday through Friday, 9:00am to 12:00pm and 1:00pm to 3:00pm | Walk-in Fees None Fees None Service area Lebanon, PA"
164,,North Hills Community Outreach,"""1975 Ferguson Road""",15101,Food Pantry,"Office Hours: Monday through Friday, 9:00am to 4:00pm ",412-487-6316,,https://www.nhco.org/food-pantry,"Residents of the service area with income at or below 150% of the Federal Poverty Guidelines. Visit the website or call to find out which site serves the zip code of residence. Hours Office Hours: Monday through Friday, 9:00am to 4:00pm Pantry Hours vary by site. Call or visit the website for details. | Call or visit the program website for more information for locations, dates, and times. Fees Services provided free of charge. Fees Services provided free of charge. Service area 15006 15007 15014 15024 15030 15032 15034 15049 15051 15056 15065 15075 15076 15084 15086 15090 15091 15101 15116 15127 15144 15202 15212 15214 15215 15223 15229 15237 15238 16024 15005, Allegheny, PA 15044, Allegheny, PA 15143, Allegheny, PA 16046, Allegheny, PA 16059, Allegheny, PA 16229, Allegheny, PA"
165,,Jamar Place of Peace Food Pantry,"""11524 Frankstown Road""",15235,Food Pantry,"First, third, and fifth Saturdays in November from 1pm-4pm Second and fourth Saturdays in December/January from 1pm-4pm All Tuesdays and Thursdays from 5:30pm-7:30pm",412-242-2300,,,"Contact organization for eligibility information. Hours First, third, and fifth Saturdays in November from 1pm-4pm Second and fourth Saturdays in December/January from 1pm-4pm All Tuesdays and Thursdays from 5:30pm-7:30pm, closed on 11/27/2025 and 1/29/2025."
166,,South Hills Interfaith Movement,"""2601 South Park Road""",15102,Food Pantry,"Monday through Friday, 9:00am to 4:00pm ",412-854-9120,,https://shimcares.org/,"Families are eligible for emergency food 1 time per year per household. Families who wish to certify to use the food pantry regularly must live within SHIM's 6 school district service area, and they must have total gross household income at or below 150% of the Federal Poverty Level. Hours Monday through Friday, 9:00am to 4:00pm | Call to schedule a time to visit the office. Fees Service provided free of charge. Fees Service provided free of charge. Service area 15017 15025 15031 15037 15057 15064 15071 15082 15102 15106 15122 15129 15142 15216 15227 15228 15234 15236 15241 15242 15243 15321"
167,,Rosedale Food Pantry,"""5501 3rd Street""",15147,Food Pantry,"Wednesday, 4:30pm to 7:30pm",412-302-2509,,,"Please contact this organization to learn about eligibility criteria. Hours Wednesday, 4:30pm to 7:30pm"
168,,Church of the Redeemer Baptist,"""1440 South 24th Street""",19146,Food Pantry,"3rd Saturday of the month, 7am-9am",412-321-1071,,,"Must qualify as being in need, ill, or an infant to receive service. Pantry only serves residents of zip codes 19146, 19145, 19147. Hours 3rd Saturday of the month, 7am-9am"
169,,Society of Saint Vincent de Paul Council of Pittsburgh,"""3048 Pioneer Avenue""",15226,Food Pantry,"Office Hours: Monday through Friday, 8:00am to 4:00pm",412-321-1071,,https://www.svdppitt.org/conference-search,"Eligibility varies by conference and by service requested. Call for details. Hours Office Hours: Monday through Friday, 8:00am to 4:00pm Service contact hours vary by conference and may occur outside normal business hours. | Visit the website and enter zip code to find the conference that serves the area or call the main office for information. Fees Services provided free of charge. Fees Services provided free of charge. Service area Allegheny, PA Beaver, PA Butler, PA Lawrence, PA Washington, PA"
170,,North Chester Baptist Church,"""2331 Providence Avenue""",19013,Food Pantry,"Tuesday: 8am-11am & 6pm-7pm, Friday 5pm-7pm, Sunday 12:30pm-1:30pm",,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Tuesday: 8am-11am & 6pm-7pm, Friday 5pm-7pm, Sunday 12:30pm-1:30pm"
